title,ABS,G1,G2,G3,G4,G5,G6,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
Nucleotide sequence of bovine rotavirus gene 1 and expression of the gene product in Baculovirus,"Abstract The nucleotide sequence of the gene that encodes for the structural viral protein VP1 of bovine rotavirus (RF strain) has been determined. The sequence data indicate that segment 1 contains 3302 by and is A+T rich (65.3%). The positive strand of segment 1 contains a single open reading frame that extends 1088 codons and possesses 5′- and 3′-terminal untranslated regions of 18 and 20 bp, respectively. The first AUG conforms to the Kozak consensus sequence and if utilized, would yield a protein having a calculated molecular weight of 124–847, very close to the apparent molecular weight of VP1 (M.W. 125,000). The deduced amino acid sequence presents significant similarities with RNA-dependent RNA polymerase of several RNA viruses. VP1 was also synthesized in baculovirus using two transfer vecors: pAC461 and pVL941. Following infection of Sf9 cells with a recombinant baculovirus, a full-length nonfusion protein was synthesised which shares properties with authentic VP1 made in monkey kidney cells. The level of VP1 synthesis was about 10-fold higher when the baculovirus recombinant was derived from the pVL941 transfer vector. In that case, VP1 was expressed in yields approximately equivalent to 10% of the cellular protein. The recombinant protein was immunoprecipitated by hyperimmune serum raised against purified rotavirus. It also was immunogenic; a hyperimmune serum made in guinea pigs reacted with VP1 using immunoprecipitation and Western blot. This serum did not possess neutralization activity.",0,0,0,0,0,1,-0.159671606,-0.052644804,-0.013342452,-0.043433644,0.030220909,-0.04107281,-0.087316897,-0.008680529,0.019043037,-0.04489972,-0.049966989,0.000957638,-0.006769639,-0.043406521,-0.026644772,-0.095561928,0.039263131,-0.020572383,0.034903002,-0.006548977,0.001119881,0.009489687,0.017971871,-0.009371354,-0.010654021,0.049760707,0.037575791,-0.031351016,-0.062284768,0.073808896
"Molecular cloning of the gene encoding the putative polymerase of mouse hepatitis coronavirus, strain A59","Abstract Complementary DNA (cDNA) libraries were constructed representing the genome RNA of the coronavirus mouse hepatitis virus, strain A59 (MHV-A59). From these libraries clones were selected to form a linear map across the entire gene A, the putative viral polymerase gene. This gene is approximately 23 kb in length, considerably larger than earlier estimates. Sequence analysis of the U terminal region of the genome indicates the presence of the 66-nucleotide leader that is found on all mRNAs. Secondary structure analysis of the 5′terminal region suggests that transcription of leader terminates in the region of nucleotide 66. The sequence of the first 2000 nucleotides is very similar to that reported for the closely related JHM strain of MHV and potentially encodes p28, a basic protein thought to be a component of the viral polymerase (L. Soe, C. K. Shieh, S. Baker, M. F. Chang, and M. M. C. Lai, 1987, J. Virol., 61, 3968–3976). Gene A contains two of the consensus sequences found in intergenic regions. One is adjacent to the 5′ leader sequence and the other is upstream from the initiation codon for translation of gene B.",0,0,0,0,0,1,-0.210456844,-0.060084083,-0.008096456,-0.022997935,0.152195711,-0.098701732,-0.218008345,0.023728732,0.014551496,-0.07914783,-0.116130508,-0.075140078,0.080028265,-0.112542183,0.014119285,-0.014448461,-0.054565335,0.058743832,-0.003642157,-0.006823989,0.049450363,-0.012910712,0.008311403,0.096197163,0.045221074,0.025619253,0.039504932,-0.027249072,0.03411021,0.048423593
Complex formation between influenza virus polymerase proteins expressed in Xenopus oocytes,"Abstract All three influenza virus polymerase (P) proteins were expressed in Xenopus oocytes from microinjected in vitro transcribed mRNA analogs, with yields of up to 100 ng per oocyte. To examine the functional state of the Xenopus-expressed P proteins, the polypeptides were tested for their ability to form stable complexes with each other. As seen in virus-infected cells, all three P proteins associated into an immunoprecipitable complex, suggesting that the system has considerable promise for the reconstruction of an active influenza RNA polymerase. Examination of the ability of paired combinations of the P proteins to associate indicated that PB1 contained independent binding sites for PB2 and PA, and so probably formed the backbone of the complex. Sedimentation analysis of free and complexed P proteins indicated that PB1 and PB2 did not exist as free monomers, and that similarly, complexes of all three P proteins did not simply consist of one copy of each protein. The heterodisperse sedimentation rate seen for complexes of all three P proteins did not appear to result from their binding to RNA, suggesting the incorporation of additional polypeptides polymerase complex.",0,0,0,0,0,1,-0.129945972,-0.077034241,-0.049711255,0.040672085,-0.061396595,0.074789275,-0.044311586,-0.013993302,0.009438211,-0.061007444,-0.022509261,-0.005143824,-0.009063904,0.02379516,-0.025608069,-0.019567152,0.056411737,-0.067644751,0.002693431,0.028397557,-0.013847944,0.027812972,0.001775658,-0.062720575,0.062110625,0.054012965,-0.033139774,-0.00692144,-0.051395282,0.026111422
Primary structure and post-translational processing of the berne virus peplomer protein,"Abstract The nucleotide sequence of the peplomer (P) protein gene of Berne virus (BEV), the torovirus prototype, was determined. The gene encodes an apoprotein of 1581 amino acids with an Mr of about 178K. The open reading frame was cloned behind the T7 RNA polymerase promoter and its translation product was identified as the BEV P protein precursor by in vivo expression and immunoprecipitation. The deduced amino acid sequence contains a number of domains which are typical for type I membrane glycoproteins: an N-terminal signal sequence, a putative C-terminal transmembrane anchor, and a cytoplasmic tail. Eighteen potential N-glycosylation sites, two heptad repeat domains, and a possible “trypsin-like” cleavage site were identified. The mature P protein consists of two subunits and their electrophoretic mobility upon endoglycosidase F treatment strongly suggests that the predicted cleavage site is functional in vivo. The heptad repeat domains are probably involved in the generation of an intra-chain coiled-coil secondary structure; similar inter-chain interactions can play a role in P protein oligomerization. Using a sucrose gradient assay the P protein was indeed shown to form dimers. The intra- and inter-chain coiled-coil interactions may stabilize the elongated BEV peplomers.",0,0,0,0,0,1,-0.191159409,-0.060084266,-0.02017505,-0.046067588,0.037581721,-0.038722417,-0.116607066,-0.014311962,0.038423055,-0.065083704,-0.142407129,-0.001554665,0.042028329,-0.12526817,-0.086740733,-0.141085173,0.119769169,-0.022652151,0.001204237,0.011609918,-0.009296128,-0.01553879,-0.012435758,-0.026069895,0.02966755,0.082134035,0.019920133,-0.03045977,-0.002983444,-0.021857371
Establishing a genetic recombination map for murine coronavirus strain A59 complementation groups,"Abstract MHV-A59 temperature-sensitive mutants, representing one RNA+ and five RNA− complementation groups, were isolated and characterized by genetic recombination techniques. Maximum recombination frequencies occurred under multiplicities of infection greater than 10 each in which 99.99% of the cells were co-infected. Recombination frequencies between different is mutants increased steadily during infection and peaked late in the virus growth cycle. These data suggest that recombination is a late event in the virus replication cycle. Recombination frequencies were also found to range from 63 to 20,000 times higher than the sum of the spontaneous reversion frequencies of each is mutant used in the cross. Utilizing standard genetic recombination techniques, the five RNA− complementation groups of MHV-A59 were arranged into an additive, linear, genetic map located at the 5′ end of the genome in the 23-kb polymerase region. These data indicate that at least five distinct functions are encoded in the MHV polymerase region which function in virus transcription. Moreover, using well-characterized is mutants the recombination frequency for the entire 32-kb MHV genome was found to approach 25% or more. This is the highest recombination frequency described for a nonsegmented, linear, plus-polarity RNA virus.",0,0,0,0,0,1,-0.145608755,-0.058011554,-0.019197505,0.023837411,0.06202435,-0.067090807,-0.065785195,0.023800973,-0.033326876,0.001896826,0.040214659,-0.020796478,0.005266173,-0.009776601,0.073893326,0.110152686,-0.115907262,0.022915405,-0.046496124,0.014361383,0.07307943,-0.089479877,0.054247296,0.073118855,0.013538382,0.061740541,0.0594034,-0.018166109,-0.136206587,-0.016656718
Comparison of the genome organization of toro- and coronaviruses: Evidence for two nonhomologous RNA recombination events during berne virus evolution,"Abstract Recently, toroviruses and coronaviruses have been found to be ancestrally related by divergence of their polymerase and envelope proteins from common ancestors. In addition, their genome organization and expression strategy, which involves the synthesis of a 3′-coterminal nested set of mRNAs, are comparable. Nucleotide sequence analysis of the genome of the torovirus prototype, Berne virus (BEV), has now revealed the results of two independent nonhomologous RNA recombinations during torovirus evolution. Berne virus open reading frame (ORF) 4 encodes a protein with significant sequence similarity (30–35% identical residues) to a part of the hemagglutinin esterase proteins of corona-viruses and influenza virus C. The sequence of the C-terminal part of the predicted BEV polymerase ORF1a product contains 31–36% identical amino acids when compared with the sequence of a nonstructural 30 32K corona-virus protein. The cluster of coronaviruses which contains this nonstructural gene expresses it not as a part of their polymerase, but by synthesizing an additional subgenomic mRNA.",0,0,0,0,0,1,-0.165957662,-0.069865155,-0.038553082,0.02582185,0.127827862,-0.01758682,-0.143129506,0.012950931,0.003962096,-0.06799256,-0.123654226,-0.035769855,0.073490077,-0.105765149,-0.046741762,-0.122301346,0.106708511,-0.02061496,0.024394988,0.037785757,-0.01257411,-0.015534265,-0.029013854,0.018224231,-0.025569355,0.022234894,0.031962056,-0.03104245,-0.007782556,-0.028308913
The complete sequence (22 kilobases) of murine coronavirus gene 1 encoding the putative proteases and RNA polymerase,"Abstract The 5′-most gene, gene 1, of the genome of murine coronavirus, mouse hepatitis virus (MHV), is presumed to encode the viral RNA-dependent RNA polymerase. We have determined the complete sequence of this gene of the JHM strain by cDNA cloning and sequencing. The total length of this gene is 21,798 nucleotides long, which includes two overlapping, large open reading frames. The first open reading frame, ORF 1 a, is 4488 amino acids long. The second open reading frame, ORF 1 b, overlaps ORF 1 a for 75 nucleotides, and is 2731 amino acids long. The overlapping region may fold into a pseudoknot RNA structure, similar to the corresponding region of the RNA of avian coronavirus, infectious bronchitis virus (IBV). The in vitro transcription and translation studies of this region indicated that these two ORFs were most likely translated into one polyprotein by a ribosomal frameshifting mechanism. Thus, the predicted molecular weight of the gene 1 product is more than 800,000 Da. The sequence of ORF 1 b is very similar to the corresponding ORF of IBV. In contrast, the ORF 1 a of these two viruses differ in size and have a high degree of divergence. The amino acid sequence analysis suggested that ORF 1 a contains several functional domains, including two hydrophobic, membrane-anchoring domains, and three cysteine-rich domains. It also contains a picornaviral 3C-like protease domain and two papain-like protease domains. The presence of these protease domains suggests that the polyprotein is most likely processed into multiple protein products. In contrast, the ORF 1b contains polymerase, helicase, and zinc-finger motifs. These sequence studies suggested that the MHV gene 1 product is involved in RNA synthesis, and that this product is processed autoproteolytically after translation. This study completes the sequence of the MHV genome, which is 31 kb long, and constitutes the largest viral RNA known.",0,0,0,0,0,1,-0.264343415,-0.074530704,-0.034984146,0.016413908,0.197986157,-0.115211908,-0.274440248,0.014786829,0.04799034,0.011387588,-0.145016559,-0.050318329,0.093271176,-0.165436472,-0.098548591,-0.112505533,0.093735137,0.052563047,0.066796369,0.046617112,-0.059997685,-0.030074633,-0.049864677,0.013893638,-0.023979606,0.052399205,0.056485484,-0.072044562,-0.025509972,-0.06438793
Comparison of the nucleotide and deduced amino acid sequences of the S genes specified by virulent and avirulent strains of bovine coronaviruses,"Abstract The entire nucleotide sequences of the spike glycoprotein (S) genes of the highly virulent bovine coronavirus (BCV) strain BCV-LY138, the avirulent BCV-L9 and related Norden Vaccine (BCV-Vaccine) strains were determined using the polymerase chain reaction (PCR) to amplify cDNAs obtained by reverse transcription of viral RNA, and to produce single strand cDNAs for DNA sequencing. The S gene sequences of these viral strains were compared with those of recently published strains BCV-Mebus, BCV-Quebec, and BCV-F15. An open reading frame of 4092 nucleotides, encoding a protein of 1363 amino acid residues, was found in all six strains. Frameshifts and insertions or deletions were not observed except for the BCV-Fl 5. The S gene sequences were more than 98% conserved overall inspite of different origins of the six viruses. There were 45 to 56 nt differences between the virulent and avirulent groups while there were 6 to 14 nt differences among four avirulent strains. Comparison of the deduced amino acid sequences indicated that the S proteins had typical properties of membrane glycoproteins. Nineteen Winked glycosylation sites were predicted in five strains, and 18 of them were conserved in the avirulent strain BCV-L9. The sequence KRRSRR at the predicted proteolytic cleavage site was identified in five strains while the sequence KRRSVR was found in BCV-Fl 5. Substitutions of few amino acids in the putative fusogenic domains and two prolines at 507 and 567 in the antigenic domains may cause altered immunogenic and other functional properties of the S proteins specified by the virulent and avirulent BCV strains. Nine amino acid substitutions between the virulent and avirulent groups may correlate with BCV virulence.",0,1,0,0,0,0,-0.106313557,-0.032680646,0.030901673,-0.075888234,0.104969035,0.01781532,-0.073783505,-0.012526331,0.016253757,-0.002453059,-0.04020251,0.052796249,0.002700341,-0.097393539,-0.021939531,-0.071937878,0.016251186,0.009550608,-0.001875271,0.006556041,0.03172982,-0.003265455,-0.014860678,0.045449942,0.041221683,-0.00581965,0.008688405,-0.03353443,-0.027315969,0.044668012
De novo generation of defective interfering RNAs of tomato bushy stunt virus by high multiplicity passage,"Abstract Defective interfering (DI) RNAs were generated de novo in each of 12 independent isolates of tomato bushy stunt virus (TBSV) upon serial passage at high multiplicities of infection (m.o.i.) in plants, but not in any of 4 additional isolates after 11 serial passages at low m.o.i. The DI RNAs were detected in RNA isolated from virus particles and in 2.3 M LiCl-soluble RNA fractions isolated from inoculated leaves. Symptom attenuation leading to persistent infections was closely correlated with the passage in which DIs first developed. Comparisons of nucleotide sequences of 10 cDNA clones from 2 DI RNA populations and with a previously characterized TBSV DI RNA revealed the same four regions of sequence from the TBSV genome were strictly conserved in each of the DI RNAs: the virus 5′ leader sequence of 168 bases; a region of approximately 200–250 bases from the viral polymerase gene; approximately 70 bases from the 3′ terminus of the viral pl9 and p22 genes; and approximately 130 bases from the 3′terminal noncoding region. Conservation of the sequence motif present in all of the DIs suggests that there might be a common mechanism of DI formation as well as selection pressure to maintain sequences essential for replication and encapsidation.",0,0,0,0,0,1,-0.173383103,-0.073474276,-0.028874386,0.030310074,0.091154435,-0.11972227,-0.162504097,0.05427145,-0.026401291,-0.038534455,0.006668936,-0.10294642,0.038135544,-0.009545218,0.174700382,0.153557485,-0.209531428,0.114511254,-0.006485921,-0.005112198,0.088434903,-0.038460767,0.073800101,0.052917726,0.035451618,0.076937822,0.040297229,-0.010768084,0.076090564,0.000943649
Evolutionary relatedness of the predicted gene product of RNA segment 2 of the Tick-Borne Dhori virus and the PB1 polymerase gene of influenza viruses,"Abstract The complete nucleotide sequence of the second largest RNA segment of Dhori/India/1313/61 virus was determined and the deduced amino acid sequence was compared with the polymerase (P) proteins of influenza A, B, and C viruses. RNA segment 2 (2224 nucleotides) of Dhori virus contains a single long open reading frame that can encode a 716-amino amid polypeptide (81.3 kDa). The predicted polypeptide shares between 27 and 31% sequence identities with the PB1 polypeptides of influenza A, B, and C viruses. Among the regions most highly conserved are the sequences around the Asp-Asp motif common to many RNA polymerases. In spite of the high level of sequence identity between the Dhori RNA segment 2 gene product and the influenza A, B, and C virus PB1 proteins the amino acid composition of the Dhori protein indicates an acidic charge feature at pH 7.0 in contrast to the basic nature of the PB1 proteins of the influenza viruses. We suggest that the Dhori PB1-like protein be designated the Pα protein of this virus.",0,0,0,0,0,1,-0.149699766,-0.117688465,-0.047324468,0.133829924,0.089882268,0.091878193,-0.178866818,0.016675273,-0.019082867,-0.06702623,-0.078999068,-0.001907384,0.048866606,-0.123048107,-0.051396888,-0.126784269,0.091103097,-0.031685965,0.018648665,0.028341733,-0.004684682,-0.012446086,-0.005851409,0.019353811,-0.02461647,0.060394192,0.021033164,-0.044364169,-0.068623528,0.017751187
